1.535603 -0.789810 1
-0.128954 0.972063 0
1.613569 -0.031016 1
1.130586 -0.292715 1
1.987263 0.348170 1
-0.046614 0.057412 1
0.863807 0.553486 0
0.709723 0.414570 0
1.631311 -0.438285 1
-0.892908 0.658880 0
0.717262 0.715438 0
0.851880 -0.406216 1
1.824691 -0.080180 1
-0.934732 0.737380 0
0.043023 0.460479 1
0.790452 0.867698 0
0.969370 -0.904168 1
0.726769 -0.298510 1
1.822912 -0.339919 1
1.787232 0.084843 1
-0.813972 0.156057 0
-0.638023 0.523753 0
1.463953 -0.526276 1
0.796236 0.003599 0
-0.529823 0.759848 0
-0.602070 0.814627 0
0.618215 0.736418 0
1.358911 -0.459921 1
-0.604160 0.767768 0
0.766151 0.856326 0
1.980798 0.237495 1
0.418114 -0.350956 1
-0.171674 0.405957 1
0.126614 0.206855 1
-0.915552 -0.049356 0
-0.910811 0.401339 0
0.220787 0.675637 0
1.471866 -0.097528 1
1.096422 0.202789 0
0.565830 0.320593 0
0.342616 -0.336157 1
-0.787469 0.969464 0
-0.492849 0.930365 0
0.049707 0.947427 0
0.085475 -0.126483 1
-0.165769 0.674544 1
2.053122 0.003454 1
1.332923 -0.350383 1
1.213542 -0.620155 1
0.701516 -0.574957 1
0.500620 -0.479952 1
-0.140475 0.292125 1
0.913871 0.523994 0
-0.800989 0.843611 0
1.411435 -0.293533 1
0.753242 0.023812 1
0.905365 0.555019 0
0.918480 0.491244 0
0.401222 -0.212930 1
0.165703 -0.218844 1
0.526504 0.761552 0
1.495608 -0.240890 1
2.074642 -0.042518 1
2.182201 0.421575 1
-0.009790 0.682659 0
0.304038 -0.030768 1
0.116897 0.910640 0
-0.777471 0.442232 0
-0.774084 -0.159449 0
0.974722 0.010293 0
2.030878 0.299011 1
-0.456575 0.610191 0
0.466695 -0.120889 1
0.779488 0.652412 0
0.929536 1.021470 0
0.696721 -0.638321 1
-1.259771 0.563513 0
0.615357 -0.222022 1
0.207742 0.850122 0
0.251540 0.512546 1
0.121834 1.237370 0
1.205715 -0.345653 1
1.737334 0.069574 1
1.918919 0.326524 1
-0.133489 0.645572 0
1.660556 -0.312078 1
-1.010366 0.596373 0
0.040364 -0.187908 1
0.115236 0.704570 0
0.872036 -0.282549 1
-0.301873 1.439764 0
1.044525 0.051211 0
-1.139478 0.377981 0
-0.857010 0.634682 0
0.635320 -0.487632 1
-0.511721 1.048321 0
-0.111412 0.986630 0
0.854311 0.683027 0
-0.493913 1.003372 0
0.227348 0.016494 1
